conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bef10363-ecf2-4a24-a34b-fce99e6d3f71,skill/competence,occupation-specific,estibar la carga,"estibar los productos
estibar la mercancía",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bef359eb-b3f1-4315-b2ec-72a112060196,skill/competence,sector-specific,seguir las normas organizativas relativas al sector de la limpieza,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bef39770-1abe-4b86-830a-7c168f69c459,skill/competence,sector-specific,llevar un registro del envío de mercancías,"registrar el envío de mercancías
hacer un registro del envío de mercancías",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bef634f2-e85f-4d80-8531-cb2ab4812b38,skill/competence,sector-specific,fermentar hojas de tabaco,aplicar métodos de fermentación de tabaco en ambiente controlado,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd299e-63f3-44a7-8ea4-fc2c6df146d3,skill/competence,sector-specific,manipular acero inoxidable,"utilizar acero inoxidable
trabajar con acero inoxidable
modelar acero inoxidable",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,skill/competence,transversal,interactuar verbalmente en portugués,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf022655-5048-4fa8-9264-3edf3ce54e43,skill/competence,occupation-specific,observar las características de la mezcla,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf056c12-eaba-4f00-b5a9-c4add7f841f3,knowledge,sector-specific,materiales para la arquitectura paisajista,"materiales utilizados en la arquitectura paisajista
materiales utilizados en la arquitectura de paisajes
materiales para la arquitectura de paisajes",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7,skill/competence,cross-sector,organizar la información,"disponer la información
clasificar la información",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf0f48cc-6cc4-4f4d-809c-13c7cfefcce6,skill/competence,occupation-specific,gestionar los sistemas de soporte de la aeronave,"administrar los sistemas de soporte de la aeronave
dirigir los sistemas de soporte de la aeronave",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf12b461-1c53-4d81-a395-8ba77f7483c4,knowledge,sector-specific,análisis de la inversión,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf1b6671-e8f4-4633-932e-15236780037b,knowledge,sector-specific,historia de la moda,"tradiciones y costumbres de la moda
historia de las prendas de vestir",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf1f763e-c505-46e7-8af3-e48f13ec5f44,knowledge,cross-sector,ingeniería de control,"ciencia de la ingeniería de control
campo de la ingeniería de control",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf21bcb8-6660-4f37-b16a-d276cca01474,knowledge,sector-specific,publicaciones musicales,"literatura sobre música
publicaciones sobre música",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf257425-65f0-406d-a971-6500ae91a575,skill/competence,sector-specific,contribuir a procedimientos de formación sobre pesca,"colaborar en procedimientos de formación sobre pesca
ayudar en procedimientos de formación sobre pesca
asistir en procedimientos de formación sobre pesca",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf298db2-b90e-4739-85ca-9c3003103fab,skill/competence,occupation-specific,gestionar localización del software,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf2a22a1-04cb-41b1-a787-a3b66e4ab645,skill/competence,sector-specific,planificar la utilización de armas en el espacio escénico,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf2bae61-f3f5-4c34-aaaf-141e26485d53,skill/competence,sector-specific,realizar operaciones de mezclado,realizar operaciones de dosificación,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf2be07f-2290-4d5d-84ec-fbcf3b1001d1,skill/competence,cross-sector,participar en el control del inventario,"colaborar en el control del inventario
contribuir al control del inventario",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf318ffc-0b68-4915-80be-8c8b500d344c,skill/competence,cross-sector,probar las estrategias de seguridad,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf356ffb-b453-4d56-868f-619b099bf557,skill/competence,occupation-specific,pintar con pulverizador,"accionar bomba de pintura
bombear pintura",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf3e70b4-b65e-4595-81d4-e3bb846f0672,knowledge,cross-sector,paneles de seguridad,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf40aa7c-1e99-40bb-a718-1e1492aaf00f,skill/competence,cross-sector,identificar nichos de mercado,"segmentar mercados
estudiar la composición de mercados",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f,knowledge,cross-sector,neumáticos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf425f64-93d1-41c0-ab2d-1d02d026204d,skill/competence,sector-specific,analizar textos para su ilustración,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf427845-c3ad-45ab-af73-49994394e6bf,skill/competence,sector-specific,gestionar la imagen de la tienda,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf42ab85-2b1d-46af-8117-834b2e0e71ec,knowledge,cross-sector,corrientes filosóficas,"pensamientos filosóficos
enseñanzas filosóficas
escuelas filosóficas
teorías filosóficas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf449d96-2ce7-4095-8d14-84bfa4c0fa19,skill/competence,sector-specific,interpretar de la voluntad artística,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf4b6b71-3025-4129-babc-0e275804e058,knowledge,cross-sector,"dispositivos, sistemas y componentes optoelectrónicos","variedades de circuitos integrados optoelectrónicos
circuitos integrados optoelectrónicos
clases de dispositivos optoelectrónicos
dispositivos con sistemas electrónicos y ópticos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf59255e-782a-4e83-a93c-6055cfdd8e7f,skill/competence,cross-sector,elaborar manuales,"desarrollar planos de instalaciones
preparar instrucciones de maquinaria y equipos
diseñar planos de instalaciones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf5ab3df-9589-4e99-b8f6-a83b494f40be,skill/competence,cross-sector,promover la conciencia social,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf5b03ef-6d1b-4e67-9f9f-1f655e404542,skill/competence,occupation-specific,utilizar termosoldadoras,"utilizar herramientas para soldar por calor
manipular termosoldadoras
emplear termosoldadoras",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf5b4ec8-330c-4d51-bbbb-fc7ac6b4b2a5,knowledge,sector-specific,operaciones de molienda,"trituración
operaciones de trituración
molienda",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a,skill/competence,cross-sector,crear una red profesional,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,knowledge,transversal,vietnamita,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf675dff-ce7b-4f88-8a93-683a06e6617e,skill/competence,sector-specific,utilizar programas de impresión a color,"emplear programas de impresión a color
usar programas de impresión a color",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf6c5ed4-84af-440f-abcc-7fa5ba19c738,knowledge,occupation-specific,sistema de tiempo real,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf79d407-559a-4ef3-a771-fde99da5beec,knowledge,cross-sector,tipos de aparatos ortopédicos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf7a45c4-0d72-4e6e-9da7-127b2b6656b7,skill/competence,sector-specific,aplicar prácticas correctas de fabricación,"aplicar buenas prácticas de fabricación
establecer buenas prácticas de fabricación
seguir buenas prácticas de fabricación
implementar buenas prácticas de fabricación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf7d73e7-381b-48f1-a115-6493f54e660b,knowledge,occupation-specific,ámbitos de cuidados paliativos,"adaptación del entorno a pacientes que necesitan cuidados paliativos
adaptación del entorno a las necesidades de pacientes terminales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf7e427d-b354-4e11-bd16-4da590d3dcec,skill/competence,cross-sector,manipular mercancía,"gestionar almacén
administrar mercancía
ordenar mercancía
realizar trabajos de carga y descarga de mercadería",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,skill/competence,sector-specific,aplicar herramientas de diagnóstico de red de las TIC,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf7ff4e1-8bf1-41d4-bdf7-82c3cabfe7f9,skill/competence,occupation-specific,ocuparse de la máquina para fabricar cigarros,"encargarse de la máquina para fabricar cigarros
manejar la máquina para fabricar cigarros",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf8d0b0c-c69d-4e17-9b41-57d6ddb7519c,skill/competence,occupation-specific,aplicar conocimientos amplios sobre tipos de cervezas de todo el mundo,"aprovechar conocimientos amplios sobre tipos de cervezas de todo el mundo
brindar conocimientos amplios sobre tipos de cervezas de todo el mundo
aplicar conocimientos amplios sobre tipos de cervezas del mundo entero
poner en práctica conocimientos amplios sobre tipos de cervezas de todo el mundo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf942c60-8539-4951-83ee-63f770da1cb8,skill/competence,cross-sector,programar panel de mando de máquinas de control numérico,"armar panel de mando de máquinas CNC
instalar panel de mando de tornos de control numérico
montar panel de mando de máquinas CNC",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf9879fa-f1fc-4f17-8dcb-ece29ea61682,skill/competence,sector-specific,hacer un recuento de las actividades profesionales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf987b9a-64f3-44b7-98f1-a60e4585b69b,skill/competence,sector-specific,preparar la documentación de compra,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf9bb36d-a682-4d91-9bbd-ba8016c13514,skill/competence,occupation-specific,extraer ácido graso,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf9fe406-0849-4be3-ae95-172c9f02d02a,skill/competence,sector-specific,inspeccionar las grúas,"comprobar las grúas
revisar las grúas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfa1e1a3-b0f9-4e46-b247-fe1c64bfeedf,skill/competence,sector-specific,fabricar piezas de utilería en miniatura,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfa5427c-83ec-404f-8465-dd49b42fde8e,knowledge,sector-specific,limpieza de los envases reutilizables,"métodos para desinfectar los envases reutilizables
métodos para limpiar los envases reutilizables
métodos para limpiar y desinfectar los envases reutilizables",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb2206e-6e07-4f4d-96f8-8cf6993d6e1a,skill/competence,occupation-specific,ajustar las maquetas de decorados antes del rodaje,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,skill/competence,transversal,interactuar verbalmente en francés,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfd96453-f2fd-43ea-afc1-fb2dc0d7367d,skill/competence,sector-specific,mezclar materiales de construcción,"preparar lechada
mezclar materiales para la lechada
preparar morteros
preparar mezclas de materiales de construcción
dosificar materiales para mezclas de construcción",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfdfba8e-5ceb-4bad-9a02-b7f8149be4b1,skill/competence,sector-specific,seleccionar material de biblioteca nuevo para su adquisición,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfe2c20e-be30-46e6-b417-e0886d0e3f4c,knowledge,occupation-specific,tipos de estrabismo,"clases de estrabismo
características de los distintos tipos de estrabismo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfe4f330-d595-48c7-ab3c-f309471d6953,knowledge,cross-sector,psicología,"estudio del comportamiento humano
análisis psicológico
tratamiento psicológico
terapia psicológica",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfe54838-37e3-44b5-a387-97ef728410df,skill/competence,occupation-specific,examinar al paciente después de una intervención quirúrgica,"examinar al paciente después de una operación de cirugía
examinar al paciente después de una operación
examinar al paciente después de la cirugía",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfe7009d-4f93-4803-8b7d-9ee51b4860e6,skill/competence,sector-specific,mantenerse al día de la normativa de aduanas vigente,"estar informado de la normativa de aduanas vigente
informarse de la normativa de aduanas vigente",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bff25957-631c-46e2-9539-5fe882e316e1,skill/competence,sector-specific,supervisar el envío de combustible,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bff8e986-204f-41f0-b760-6fc9bf6029fd,skill/competence,sector-specific,definir un enfoque artístico,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bffec73f-1877-43fd-b4c4-16521ecf2815,skill/competence,occupation-specific,desarrollar las medidas de salud y seguridad apropiadas en función de los recursos disponibles,"gestionar las medidas de salud y seguridad apropiadas en función de los recursos disponibles
crear las medidas de salud y seguridad apropiadas en función de los recursos disponibles",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c006e89b-f11c-445a-aa5e-bd6a7add3e66,knowledge,sector-specific,composición química de las manzanas,"elementos químicos que contienen las manzanas
componentes químicos de las manzanas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c011d9ef-b3f1-4f48-8d1b-9cdd288a4f55,skill/competence,occupation-specific,preparar el restaurante para el servicio,"preparar el servicio del restaurante
preparar las zonas de servicio de comida
ocuparse de la preparación de zonas de servicio de comida
ocuparse de la preparación del restaurante para el servicio",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0133edf-845a-47bf-968b-bd4a5bd03bbf,skill/competence,sector-specific,manejar equipos de calentamiento para actividades acuícolas,"manipular equipos de calentamiento para actividades acuícolas
operar equipos de calentamiento para actividades acuícolas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0156cdb-8587-4278-89e0-075d83e3140b,skill/competence,sector-specific,mantener los registros de un evento,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c016e901-79b8-45b5-a51a-86735e684a91,skill/competence,cross-sector,estacionar los vehículos,"aparcar los vehículos
disponer los vehículos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c01b4549-3bc2-4640-8ecb-ef335fc4445c,knowledge,sector-specific,tipos de procesos de fabricación de metales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c022ff1b-7783-4e64-89ef-0422c81ff51f,skill/competence,cross-sector,diseñar sistemas microelectromecánicos,"crear sistemas microelectromecánicos
idear sistemas microelectromecánicos
desarrollar sistemas microelectromecánicos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0326e27-5fa8-4dca-aecb-ed89ab491513,skill/competence,cross-sector,preparar datos visuales,"preparar visualización de datos
preparar datos en imágenes
elaborar cuadros y gráficos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c03a61cc-86b6-477b-a20f-8cc2b4aa7467,skill/competence,occupation-specific,vulcanizar piezas compuestas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c04147cd-9d47-439a-b4c2-e470f074009b,skill/competence,occupation-specific,colocar espejos,"instalar espejos
colgar espejos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0508d27-e150-49c0-92be-f63f0e0f0cc7,skill/competence,occupation-specific,reemplazar al ingeniero director de mina,"realizar el trabajo del ingeniero director de mina
sustituir al ingeniero director de mina",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c051d374-68f8-4ad7-83b2-d7884fc0555d,skill/competence,cross-sector,preparar un cronograma de publicidad en los medios de comunicación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,knowledge,sector-specific,SQL Server,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0642b96-e342-4599-bf80-c79e546d1f39,skill/competence,cross-sector,pulir superficie de vidrio,"pulir superficie de cristal
pulir superficie de lentes",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c06b0686-927e-45be-867e-aab1cc601728,skill/competence,occupation-specific,preparar un presupuesto para una reparación o una revisión,"llevar a cabo un presupuesto para una reparación o una revisión
programar un presupuesto para una reparación o una revisión",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0733631-0c5e-4b5c-a291-aad52ca493ce,skill/competence,sector-specific,adaptar los diseños existentes a las nuevas circunstancias,adaptar los diseños existentes al cambio de circunstancias,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0741fed-6b1f-4f1e-8c68-68393cfe67aa,knowledge,occupation-specific,procedimientos de limpieza de trenes,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0756f92-61b4-45ae-86fe-a2df19dea2c9,skill/competence,sector-specific,realizar una evaluación de riesgos de escenas de combate,"realizar una evaluación de riesgos de escenas de lucha
realizar una evaluación de riesgos de escenas de pelea",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0774269-9660-418c-bf0a-bc0ee10baa83,knowledge,sector-specific,etapas de la musicoterapia,"etapas evolutivas de la musicoterapia
procesos de la musicoterapia
pasos de la musicoterapia",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0789fc0-e4b3-483f-a033-212d65413d0d,skill/competence,occupation-specific,anticipar los cambios en la tecnología automovilística,"anticiparse a los cambios en la tecnología del automóvil
prever cambios en la tecnología automovilística",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c078fd94-f51a-4aea-8ab7-286a41309edb,knowledge,occupation-specific,impresoras flexográficas de banda ancha,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0799f81-9955-463a-b071-4f1c82719aa8,skill/competence,cross-sector,gestionar la producción de material publicitario,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c07a22bb-565e-4eb6-bb1e-a333b4297946,skill/competence,sector-specific,evaluar las sesiones de terapia artística,"determinar la efectividad de las sesiones de terapia artística
examinar la efectividad de las sesiones de terapia artística
analizar las sesiones de terapia artística
evaluar la efectividad de las sesiones de terapia artística",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c07b8df3-12b4-46ce-8657-4836c6dc93ad,skill/competence,occupation-specific,colaborar con transportistas de mercancías,"colaborar con operarios de transporte de mercancías
comunicarse con transportistas de mercancías
trabajar con transportistas de mercancías",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c07dab7f-deb2-4985-ac64-c62514221869,knowledge,sector-specific,crioconservación,"conservación de células y tejidos
congelación de células y tejidos
conservación de embriones, óvulos, semen y tejido testicular",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c08c428e-858e-4e99-bcbd-3597ff31778a,skill/competence,cross-sector,colaborar con personas de muy diverso talante,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c08dd4b7-026e-4e24-820a-6f4d812ae208,knowledge,occupation-specific,abrasivos de chorro,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c08ec608-48cd-4cd5-ac39-171fce1c0ce5,skill/competence,cross-sector,evaluar eventos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0949c80-94c5-4bf1-8e05-ebed75807c01,skill/competence,sector-specific,actuar como interlocutor de los miembros de una junta directiva,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c095e69a-dee5-4a58-afb0-3c330d2bb276,knowledge,sector-specific,formatos de papel,"medidas del papel
dimensiones del papel",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352,skill/competence,cross-sector,cumplir los objetivos de ventas,"respetar los objetivos de ventas
lograr objetivos de ventas
conseguir los objetivos de ventas
alcanzar los objetivos de ventas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c09c5786-a479-46de-b0aa-d5d2d8ccc123,skill/competence,sector-specific,gestionar el servicio al cliente,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c09dce1b-e198-487e-b63f-934e10a4c181,skill/competence,cross-sector,controlar el nivel de producción de la fábrica,controlar la eficiencia de la planta industrial,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0a5d549-9e67-4ba7-b608-bfeba6885dbf,skill/competence,sector-specific,determinar el potencial comercial de la música,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0a7e5ca-8be0-4fb2-89e2-4be65d53b119,skill/competence,occupation-specific,enseñar ergonomía en el lugar de trabajo,"enseñar los principios de la ergonomía en el trabajo
enseñar ergonomía en el trabajo
enseñar ergonomía a los trabajadores
enseñar los principios de la ergonomía a los trabajadores
enseñar los principios de la ergonomía en el lugar de trabajo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0abb7b1-d8ee-4544-830b-97a6d288b604,skill/competence,occupation-specific,extraer embriones,"recolectar embriones
recoger embriones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0b5c55d-545f-4b10-8736-cd3a35b53e76,skill/competence,occupation-specific,proporcionar cuidados para la vista en el hogar,"proporcionar cuidados para la vista en casa
ofrecer cuidados para la vista en el hogar",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0b73845-8dee-46e2-af2b-1c07e74d3780,skill/competence,cross-sector,manejar pistolas de cola termofusible,"trabajar con pistolas de cola termofusible
utilizar pistolas de cola termofusible
manipular pistolas de cola termofusible",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0b74374-39ff-43cf-a0a9-6220c7ec5097,skill/competence,cross-sector,poner en práctica planes para la eficiencia de las operaciones logísticas,"implementar planes para la eficiencia de las operaciones logísticas
establecer planes para la eficiencia de las operaciones logísticas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0bec9eb-99f4-44f4-ae43-544475a39419,skill/competence,sector-specific,ocuparse de las mangueras,"manejar las mangueras
encargarse de las mangueras",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0c08d3e-3215-4197-ac64-00a4f7371d80,knowledge,occupation-specific,métodos de diagnóstico diferencial,"distinción entre enfermedades similares
diagnóstico diferencial
diferenciación de enfermedades",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0c0a69c-8040-4cc6-9c66-75fe398d9cf3,skill/competence,occupation-specific,asistir a los audiólogos con las pruebas,"prestar asistencia a los audiólogos con las pruebas
ayudar a los audiólogos con las pruebas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0ccbd15-36f3-4515-ae0b-b4062d225ee2,skill/competence,sector-specific,cumpli la normativa sobre sustancias prohibidas,"cumplir la normativa en materia de sustancias prohibidas
seguir las normas sobre sustancias prohibidas
respetar la normativa sobre sustancias prohibidas
adherirse a las normas sobre sustancias prohibidas
seguir la normativa sobre sustancias prohibidas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d0e0a2-faf3-4179-b566-30ac703f4fb9,skill/competence,sector-specific,elaborar cartas de vinos,"ocuparse de la elaboración de cartas de vinos
ocuparse de la preparación de cartas de vinos
crear cartas de vinos
preparar cartas de vinos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d0e472-fa68-4eed-8883-e26e1237971c,skill/competence,sector-specific,controlar los artículos pirotécnicos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,skill/competence,transversal,interactuar verbalmente en estonio,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0e13578-3499-4ace-90a3-4002d179bbcf,skill/competence,occupation-specific,utilizar el espacio público como recurso creativo,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0e2f74c-51f0-4020-9756-d190848cf181,skill/competence,sector-specific,integrar contenido en los medios de salida,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0e61be1-be87-4774-bdef-db9f6994f3b9,skill/competence,occupation-specific,enlazar datos entre todas las unidades comerciales interiores,"unidades datos entre todas las unidades comerciales interiores
conectar datos entre todas las unidades comerciales interiores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0e82b9f-39d5-4be8-968b-655b7d330113,skill/competence,occupation-specific,garantizar la seguridad en los centros de detención,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0ec2baa-38e4-4cad-9770-cf6a7fbfdfcf,skill/competence,sector-specific,supervisar el envío de mercancías,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0f24f8d-e5bf-4ebc-b37a-46925458b58d,skill/competence,sector-specific,realizar un estudio de los precios de mercado de las antigüedades,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0f41108-bbcb-48a1-8255-62201a4b1bc6,skill/competence,sector-specific,practicar autopsias a los animales,"practicar exámenes post mortem a los animales
realizar autopsias a los animales
llevar a cabo exámenes post mortem a los animales
realizar exámenes post mortem a los animales
hacer autopsias a los animales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0f51665-5a3c-45ab-b9b0-443079cd7023,skill/competence,sector-specific,reparar las máquinas para la fabricación de muebles,"arreglar las máquinas para la fabricación de muebles
componer las máquinas para la fabricación de muebles",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0f624dd-080d-4577-b300-2e7cfcfaa6bf,skill/competence,occupation-specific,informar sobre datos turísticos,"presentar información sobre datos turísticos
elaborar información sobre datos turísticos
transmitir información sobre datos turísticos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0f8207c-2377-4fe2-abc4-b173cc4c31c8,skill/competence,occupation-specific,mantener informados a los solicitantes de subvenciones,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0fc7d2d-d013-40d7-bc58-75cf3771153f,skill/competence,cross-sector,realizar reparaciones menores en equipos,"reparar defectos menores de equipos
detectar fallos menores en equipos
mantener equipos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0fce59c-e227-4745-945f-95eb2f0bc03e,skill/competence,cross-sector,proponer mejoras en el proceso de fabricación,proponer mejoras en el proceso productivo,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0fdc4f3-b77b-4bc5-8a7b-eb0d66ea0e2b,skill/competence,sector-specific,preparar productos específicos de la carne,"fabricar productos cárnicos específicos
elaborar productos específicos de la carne",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1013d55-b503-428f-aa58-f45412350e28,skill/competence,sector-specific,iniciar el contacto con los compradores,"ponerse en contacto con los compradores
contactar con los compradores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c109d892-3665-4743-877b-2ba23834e9e0,skill/competence,sector-specific,componer música,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10b2375-dd28-4801-92ab-d00d983bb388,knowledge,sector-specific,aspectos químicos del azúcar,"composición química del azúcar
componentes químicos del azúcar",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10d0ba2-e22b-4b4f-8f6c-1b6fa8587fbc,skill/competence,occupation-specific,controlar la apertura y cierre de las puertas del tren,"comprobar la apertura y cierre de las puertas de los vagones del tren
supervisar la apertura y cierre de las puertas del tren",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10d5d87-36cf-42f5-8a12-e560fb5f4af8,skill/competence,transversal,mostrar competencias interculturales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10f4034-49d2-43fc-9ba3-38f8ce62493f,skill/competence,occupation-specific,supervisar los horarios de taxis,"controlar los horarios de taxis
comprobar los horarios de taxis",
